start_date,start_time,start_temp,start_weather,end_date,end_time,end_temp,end_weather,location,species,number,sun_expos,plant_location,lawn_dist,bird_dist,bird_type,building_dist,road_dist,tree_dist,patch_diversity,patch_flower_diversity,patch_percent_native,mw_density,nearby_mw,total_num_mw_species,total_mw_stems,num_TUB_stems,num_SYR_stems,num_INC_stems,num_CUR_stems,percent_lawn,habitat,property_trees,mw_height_cm,mw_phenology,nearby_diversity,nearby_flower_diversity,nearby_flower_identity,nearby_tallest_identity,nearby_tallest_height_cm,honeydew,sooty_mold,cat_age,cat_length_mm,cat_treatment,cat_survival,cat_feeding_sites,control_cat_eaten,open_cat_body_present,num_myzo,num_nerii,myzo_leaf,nerii_leaf,num_other_aphid,identity_other_aphid,total_num_aphid
7/22/25,14:42,77,sunny,7/23/25,12:20,77,sunny,AW,INC,1,partial,edge,3,20,birdhouse,25,60,15,19,9,25,1,INC,3,45,5,30,10,0,,,,140,flowering,4,0,,Goldenrod,132,n,n,4,5,control ,y,2,na,,0,0,0,0,0,na,0
7/22/25,14:42,77,sunny,7/23/25,12:20,77,sunny,AW,INC,1,partial,edge,3,20,birdhouse,25,60,15,19,9,25,1,INC,3,45,5,30,10,0,,,,140,flowering,4,0,,Goldenrod,132,n,n,4,10,open,n,0,na,,0,0,0,0,0,na,0
7/22/25,14:36,77,sunny,7/23/25,12:22,77,sunny,AW,INC,5,full ,edge,0,25,birdhouse,20,60,15,19,9,25,0,na,3,45,5,30,10,0,,,,66,vegetative,5,0,,Goldenrod,130,n,n,4,8,control ,y,0,na,,0,0,0,0,0,na,0
7/22/25,14:36,77,sunny,7/23/25,12:22,77,sunny,AW,INC,5,full ,edge,0,25,birdhouse,20,60,15,19,9,25,0,na,3,45,5,30,10,0,,,,66,vegetative,5,0,,Goldenrod,130,n,n,4,6,open,n,0,na,,0,0,0,0,0,na,0
7/22/25,14:50,77,sunny,7/23/25,12:26,77,sunny,AW,SYR,1,shade,edge,13,na,na,20,3,10,10,5,25,1,SYR,3,45,5,30,10,0,,,,100,vegetative,4,0,,Common milkweed,53,n,n,4,4,control ,y,1,na,,0,0,0,0,0,na,0
7/22/25,14:50,77,sunny,7/23/25,12:26,77,sunny,AW,SYR,1,shade,edge,12,na,na,20,3,10,10,5,25,1,SYR,3,45,5,30,10,0,,,,100,vegetative,4,0,,Common milkweed,53,n,n,4,6,open,n,0,na,,0,0,0,0,0,na,0
7/22/25,14:46,77,sunny,7/23/25,12:23,77,sunny,AW,SYR,5,full ,edge,0,20,birdhouse,30,20,15,10,5,25,2,SYR,3,45,5,30,10,0,,,,54,pre-flowering,3,0,,grass,28,n,n,4,6,control ,y,1,na,,0,0,0,0,0,na,0
7/22/25,14:46,77,sunny,7/23/25,12:23,77,sunny,AW,SYR,5,full ,edge,0,20,birdhouse,30,20,15,10,5,25,2,SYR,3,45,5,30,10,0,,,,54,pre-flowering,3,0,,grass,28,n,n,4,7,open,n,0,na,,0,0,0,0,0,na,0
8/5/25,13:33,81,sunny,8/6/25,12:18,75,cloudy,AW,INC,1,partial,edge,3,20,birdhouse,25,60,15,19,9,25,1,INC,3,45,5,30,10,0,,,,152,flowering,6,0,,American aster,144,n,n,8,10,control,y,1,na,,0,0,0,0,0,na,0
8/5/25,13:33,81,sunny,8/6/25,12:18,75,cloudy,AW,INC,1,partial,edge,3,20,birdhouse,25,60,15,19,9,25,1,INC,3,45,5,30,10,0,,,,152,flowering,6,0,,American aster,144,n,n,8,11,open,n,0,na,,0,0,0,0,0,na,0
8/5/25,13:45,81,sunny,8/6/25,12:21,75,cloudy,AW,INC,3,full ,edge,3,na,na,100,25,15,19,9,25,2,INC,3,45,5,30,10,0,,,,15,vegetative,5,1,,Grass,18,n,n,8,9,control,y,1,na,,0,0,0,0,0,na,0
8/5/25,13:45,81,sunny,8/6/25,12:21,75,cloudy,AW,INC,3,full ,edge,2,na,na,100,25,15,19,9,25,2,INC,3,45,5,30,10,0,,,,15,vegetative,5,1,,Grass,18,n,n,8,10,open,y,2,na,,0,0,0,0,0,na,0
8/5/25,13:38,81,sunny,8/6/25,12:24,75,cloudy,AW,SYR,2,shade,edge,15,na,na,20,0,8,10,5,25,2,SYR,3,45,5,30,10,0,,,,97,vegetative,4,0,,Common milkweed,95,n,n,8,11,control,y,1,na,,0,0,0,0,0,na,0
8/5/25,13:38,81,sunny,8/6/25,12:24,75,cloudy,AW,SYR,2,shade,edge,14,na,na,20,0,8,10,5,25,2,SYR,3,45,5,30,10,0,,,,97,vegetative,4,0,,Common milkweed,95,n,n,8,10,open,y,1,na,,0,0,0,0,0,na,0
8/5/25,13:40,81,sunny,8/6/25,12:23,75,cloudy,AW,SYR,3,shade,middle,11,na,na,20,5,12,10,5,25,1,SYR,3,45,5,30,10,0,,,,60,vegetative,4,0,,Common milkweed,66,n,n,8,9,control,y,1,na,,0,0,0,0,0,na,0
8/5/25,13:40,81,sunny,8/6/25,12:23,75,cloudy,AW,SYR,3,shade,middle,10,na,na,20,5,12,10,5,25,1,SYR,3,45,5,30,10,0,,,,60,vegetative,4,0,,Common milkweed,66,n,n,8,9,open,y,1,na,,0,0,0,0,0,na,0
7/9/25,13:10,80,cloudy,7/10/25,14:18,81,sunny,BH,INC,1,partial,middle ,3,na,na,30,20,2,16,5,25,4,INC,3,32,10,0,15,7,,,,99,flowering,8,0,,Swamp milkweed,98,n,n,7,16,control,y,2,na,,0,0,0,0,0,na,0
7/9/25,13:10,80,cloudy,7/10/25,14:18,81,sunny,BH,INC,1,partial,middle ,2,na,na,30,20,2,16,5,25,4,INC,3,32,10,0,15,7,,,,99,flowering,8,0,,Swamp milkweed,98,n,n,7,12,open,n,0,na,,0,0,0,0,0,na,0
7/9/25,13:10,80,cloudy,7/10/25,14:21,81,sunny,BH,INC,2,partial,middle ,16,na,na,20,10,10,16,5,25,2,INC,3,32,10,0,15,7,,,,102,post-flowering,4,1,,Swamp milkweed,107,n,n,7,10,control,y,3,na,,0,0,0,0,0,na,0
7/9/25,13:10,80,cloudy,7/10/25,14:21,81,sunny,BH,INC,2,partial,middle ,15,na,na,20,10,10,16,5,25,2,INC,3,32,10,0,15,7,,,,102,post-flowering,4,1,,Swamp milkweed,107,n,n,7,9,open,n,0,na,,0,0,0,0,0,na,0
7/22/25,15:34,78,sunny,7/23/25,12:38,78,sunny,BH,INC,3,shade,middle ,21,na,na,25,10,10,16,5,25,2,INC,3,32,10,0,15,7,,,,117,pre-flowering,1,0,,Swamp milkweed,7,n,n,4,4,control ,y,1,na,,0,200-500,0,0,0,na,200-500
7/22/25,15:34,78,sunny,7/23/25,12:38,78,sunny,BH,INC,3,shade,middle ,20,na,na,25,10,10,16,5,25,2,INC,3,32,10,0,15,7,,,,117,pre-flowering,1,0,,Swamp milkweed,7,n,n,4,7,open,n,0,na,,0,200-500,0,0,0,na,200-500
7/22/25,15:37,78,sunny,7/23/25,12:40,78,sunny,BH,INC,4,shade,middle ,21,na,na,25,10,10,16,5,25,4,INC,3,32,10,0,15,7,,,,92,flowering,5,1,,3:33 photo,97,n,n,4,4,control ,y,1,na,,0,<50,0,0,0,na,<50
7/22/25,15:37,78,sunny,7/23/25,12:40,78,sunny,BH,INC,4,shade,middle ,20,na,na,25,10,10,16,5,25,4,INC,3,32,10,0,15,7,,,,92,flowering,5,1,,3:33 photo,97,n,n,4,6,open,y,1,na,,0,<50,0,0,0,na,<50
8/5/25,14:29,81,sunny,8/6/25,12:53,77,cloudy,BH,INC,1,partial,middle ,5,na,na,30,20,2,16,5,25,4,INC,3,32,10,0,15,7,,,,105,flowering,4,1,,Swamp milkweed,95,n,n,8,10,control,y,0,na,,0,>1000,1,0,0,na,>1000
8/5/25,14:29,81,sunny,8/6/25,12:53,77,cloudy,BH,INC,1,partial,middle ,4,na,na,30,20,2,16,5,25,4,INC,3,32,10,0,15,7,,,,105,flowering,4,1,,Swamp milkweed,95,n,n,8,12,open,n,0,na,,0,>1000,1,0,0,na,>1000
8/5/25,14:33,81,sunny,8/6/25,12:52,77,cloudy,BH,INC,5,shade,middle ,3,na,na,25,10,2,16,5,25,4,INC,3,32,10,0,15,7,,,,42,vegetative,6,2,,Swamp milkweed,71,n,n,8,9,control,y,3,na,,0,>1000,1,0,0,na,>1000
8/5/25,14:33,81,sunny,8/6/25,12:52,77,cloudy,BH,INC,5,shade,middle ,2,na,na,25,10,2,16,5,25,4,INC,3,32,10,0,15,7,,,,42,vegetative,6,2,,Swamp milkweed,71,n,n,8,10,open,n,0,na,,0,>1000,1,0,0,na,>1000
