start_date,start_time,end_date,end_time,location,species,number,length_mm,treatment,survival
7/8/25,12:21,7/9/25,11:42,AN,SYR,4,11,open,n
7/8/25,12:21,7/9/25,11:42,AN,SYR,4,10,control ,y
7/8/25,1:44,7/9/25,12:07,AW,SYR,3,6,open,y
7/8/25,1:44,7/9/25,12:07,AW,SYR,3,12,control ,y
7/8/25,1:46,7/9/25,12:08,AW,SYR,4,11,open,y
7/8/25,1:46,7/9/25,12:08,AW,SYR,4,8,control ,y
7/8/25,1:50,7/9/25,12:10,AW,INC,3,10,open,y
7/8/25,1:50,7/9/25,12:10,AW,INC,3,13,control ,y
7/8/25,1:55,7/9/25,12:10,AW,INC,4,11,open,y
7/8/25,1:55,7/9/25,12:10,AW,INC,4,7,control ,y
7/8/25,1:28,7/9/25,11:55,CE,SYR,1,13,open,n
7/8/25,1:28,7/9/25,11:55,CE,SYR,1,8,control ,y
7/8/25,1:31,7/9/25,11:57,CE,SYR,2,7,open,y
7/8/25,1:31,7/9/25,11:57,CE,SYR,2,8,control ,n
7/8/25,1:19,7/9/25,11:54,CE,INC,1,6,open,n
7/8/25,1:19,7/9/25,11:54,CE,INC,1,11,control ,y
7/8/25,1:23,7/9/25,11:55,CE,INC,2,12,open,n
7/8/25,1:23,7/9/25,11:55,CE,INC,2,10,control ,y
7/8/25,9:08,7/9/25,9:16,GT,SYR,1,7,open,y
7/8/25,9:08,7/9/25,9:16,GT,SYR,1,12,control ,y
7/8/25,9:12,7/9/25,9:25,GT,SYR,2,11,open,n
7/8/25,9:12,7/9/25,9:25,GT,SYR,2,10,control ,y
7/8/25,11:09,7/9/25,10:49,HS,SYR,1,7,open,n
7/8/25,11:09,7/9/25,10:49,HS,SYR,1,7,control ,y
7/8/25,11:14,7/9/25,10:55,HS,SYR,2,11,open,n
7/8/25,11:14,7/9/25,10:55,HS,SYR,2,7,control ,y
7/8/25,11:18,7/9/25,10:58,HS,INC,1,11,open,y
7/8/25,11:18,7/9/25,10:58,HS,INC,1,13,control ,y
7/8/25,11:20,7/9/25,10:55,HS,INC,2,10,open,y
7/8/25,11:20,7/9/25,10:55,HS,INC,2,8,control ,y
7/8/25,10:28,7/9/25,10:17,JR,SYR,1,8,open,n
7/8/25,10:28,7/9/25,10:17,JR,SYR,1,9,control ,n
7/8/25,10:32,7/9/25,10:20,JR,SYR,2,8,open,y
7/8/25,10:32,7/9/25,10:20,JR,SYR,2,9,control ,y
7/8/25,11:45,7/9/25,11:12,LL,SYR,1,5,open,y
7/8/25,11:45,7/9/25,11:12,LL,SYR,1,10,control ,n
7/8/25,11:47,7/9/25,11:15,LL,SYR,2,9,open,y
7/8/25,11:47,7/9/25,11:15,LL,SYR,2,11,control ,y
7/8/25,9:58,7/9/25,9:53,MHO,SYR,1,10,open,n
7/8/25,9:58,7/9/25,9:53,MHO,SYR,1,9,control,y
7/8/25,10:05,7/9/25,9:53,MHO,SYR,2,7,open,n
7/8/25,10:05,7/9/25,9:53,MHO,SYR,2,7,control ,y
7/8/25,9:45,7/9/25,9:48,MHO,INC,1,7,open,y
7/8/25,9:45,7/9/25,9:48,MHO,INC,1,11,control ,y
7/8/25,9:50,7/9/25,9:48,MHO,INC,2,13,open,y
7/8/25,9:50,7/9/25,9:48,MHO,INC,2,11,control ,y
7/9/25,1:10,7/10/25,14:18,BH,INC,1,12,open,n
7/9/25,1:10,7/10/25,14:18,BH,INC,1,16,control,y
7/9/25,1:10,7/10/25,14:21,BH,INC,2,9,open,n
7/9/25,1:10,7/10/25,14:21,BH,INC,2,10,control,y
7/9/25,12:25,7/10/25,13:54,EB,SYR,3,10,open,n
7/9/25,12:25,7/10/25,13:54,EB,SYR,3,11,control,y
7/9/25,12:31,7/10/25,13:58,EB,SYR,4,10,open,n
7/9/25,12:31,7/10/25,13:58,EB,SYR,4,13,control,y
7/9/25,12:40,7/10/25,14:02,EB,INC,3,12,open,n
7/9/25,12:40,7/10/25,14:02,EB,INC,3,11,control ,y
7/9/25,12:47,7/10/25,14:03,EB,INC,4,12,open,n
7/9/25,12:47,7/10/25,14:03,EB,INC,4,12,control,y
7/15/25,10:21,7/16/25,10:59,ADB,SYR,5,6,open,y
7/15/25,10:21,7/16/25,10:59,ADB,SYR,5,9,control,y
7/15/25,10:25,7/16/25,11:01,ADB,SYR,1,6,control,n
7/15/25,10:25,7/16/25,11:01,ADB,SYR,1,5,open,n
7/15/25,11:01,7/16/25,12:05,JY,INC,5,12,open,y
7/15/25,11:01,7/16/25,12:05,JY,INC,5,10,control,y
7/15/25,11:06,7/16/25,12:07,JY,INC,1,11,open,y
7/15/25,11:06,7/16/25,12:07,JY,INC,1,13,control,y
7/15/25,11:53,7/16/25,12:30,LP (old),SYR,3,13,open,y
7/15/25,11:53,7/16/25,12:30,LP (old),SYR,3,7,control,y
7/15/25,12:40,7/16/25,13:06,MHA,INC,1,12,open,y
7/15/25,12:40,7/16/25,13:06,MHA,INC,1,10,control,y
7/15/25,12:45,7/16/25,13:07,MHA,INC,2,12,open,n
7/15/25,12:45,7/16/25,13:07,MHA,INC,2,14,control,y
7/15/25,11:38,7/16/25,12:25,SHart,SYR,3,10,open,y
7/15/25,11:38,7/16/25,12:25,SHart,SYR,3,9,control ,y
7/15/25,11:42,7/16/25,12:22,SHart,SYR,4,5,open,y
7/15/25,11:42,7/16/25,12:22,SHart,SYR,4,6,control ,n
7/15/25,1:43,7/16/25,13:19,SHerm,INC,2,12,open,n
7/15/25,1:43,7/16/25,13:19,SHerm,INC,2,10,control ,y
7/15/25,1:48,7/16/25,13:20,SHerm,INC,3,11,open,n
7/15/25,1:48,7/16/25,13:20,SHerm,INC,3,8,control ,y
7/15/25,2:23,7/16/25,13:42,SM,INC,3,16,open,y
7/15/25,2:23,7/16/25,13:42,SM,INC,3,9,control,n
7/15/25,2:29,7/16/25,13:45,SM,INC,4,19,open,y
7/15/25,2:29,7/16/25,13:45,SM,INC,4,21,control,n
7/15/25,12:15,7/16/25,12:50,ST,INC,1,13,open,n
7/15/25,12:15,7/16/25,12:50,ST,INC,1,18,control,y
7/15/25,12:19,7/16/25,12:51,ST,INC,2,19,open,n
7/15/25,12:19,7/16/25,12:51,ST,INC,2,21,control,y
7/15/25,10:40,7/16/25,11:12,TS,INC,3,17,open,n
7/15/25,10:40,7/16/25,11:12,TS,INC,3,22,control,n
7/15/25,10:46,7/16/25,11:11,TS,INC,4,19,open,n
7/15/25,10:46,7/16/25,11:11,TS,INC,4,19,control,y
7/22/25,1:02,7/23/25,11:33,AN,INC,5,8,open,n
7/22/25,1:02,7/23/25,11:33,AN,INC,5,9,control ,y
7/22/25,1:05,7/23/25,11:36,AN,INC,2,9,open,n
7/22/25,1:05,7/23/25,11:36,AN,INC,2,8,control ,y
7/22/25,1:12,7/23/25,11:38,AN,SYR,5,9,open,y
7/22/25,1:12,7/23/25,11:38,AN,SYR,5,6,control ,n
7/22/25,1:16,7/23/25,11:38,AN,SYR,1,7,open,y
7/22/25,1:16,7/23/25,11:38,AN,SYR,1,8,control ,y
7/22/25,2:36,7/23/25,12:22,AW,INC,5,6,open,n
7/22/25,2:36,7/23/25,12:22,AW,INC,5,8,control ,y
7/22/25,2:42,7/23/25,12:20,AW,INC,1,10,open,n
7/22/25,2:42,7/23/25,12:20,AW,INC,1,5,control ,y
7/22/25,2:46,7/23/25,12:23,AW,SYR,5,7,open,n
7/22/25,2:46,7/23/25,12:23,AW,SYR,5,6,control ,y
7/22/25,2:50,7/23/25,12:26,AW,SYR,1,6,open,n
7/22/25,2:50,7/23/25,12:26,AW,SYR,1,4,control ,y
7/22/25,3:34,7/23/25,12:38,BH,INC,3,7,open,n
7/22/25,3:34,7/23/25,12:38,BH,INC,3,4,control ,y
7/22/25,3:37,7/23/25,12:40,BH,INC,4,6,open,y
7/22/25,3:37,7/23/25,12:40,BH,INC,4,4,control ,y
7/22/25,3:00,7/23/25,11:50,CE,INC,3,5,open,y
7/22/25,3:00,7/23/25,11:50,CE,INC,3,5,control ,y
7/22/25,3:05,7/23/25,11:52,CE,INC,4,5,open,n
7/22/25,3:05,7/23/25,11:52,CE,INC,4,5,control ,y
7/22/25,3:09,7/23/25,11:53,CE,SYR,3,6,open,n
7/22/25,3:09,7/23/25,11:53,CE,SYR,3,6,control ,y
7/22/25,3:13,7/23/25,11:55,CE,SYR,4,6,open,n
7/22/25,3:13,7/23/25,11:55,CE,SYR,4,7,control ,y
7/22/25,1:40,7/23/25,12:07,EB,SYR,5,6,open,y
7/22/25,1:40,7/23/25,12:07,EB,SYR,5,7,control ,y
7/22/25,1:57,7/23/25,12:13,EB,SYR,1,6,open,y
7/22/25,1:57,7/23/25,12:13,EB,SYR,1,4,control ,y
7/22/25,1:45,7/23/25,12:05,EB,INC,1,6,open,y
7/22/25,1:45,7/23/25,12:05,EB,INC,1,7,control ,y
7/22/25,1:52,7/23/25,12:09,EB,INC,2,7,open,y
7/22/25,1:52,7/23/25,12:09,EB,INC,2,6,control ,y
7/22/25,9:20,7/23/25,9:12,GT,SYR,3,6,open,y
7/22/25,9:20,7/23/25,9:12,GT,SYR,3,5,control ,y
7/22/25,9:22,7/23/25,9:15,GT,SYR,4,7,open,y
7/22/25,9:22,7/23/25,9:15,GT,SYR,4,9,control ,n
7/22/25,11:52,7/23/25,10:49,HS,SYR,3,7,open,y
7/22/25,11:52,7/23/25,10:49,HS,SYR,3,7,control ,y
7/22/25,12:17,7/23/25,10:41,HS,SYR,4,6,open,n
7/22/25,12:17,7/23/25,10:41,HS,SYR,4,9,control ,y
7/22/25,11:59,7/23/25,10:45,HS,INC,3,7,open,n
7/22/25,11:59,7/23/25,10:45,HS,INC,3,6,control ,y
7/22/25,12:05,7/23/25,10:52,HS,INC,4,7,open,y
7/22/25,12:05,7/23/25,10:52,HS,INC,4,9,control ,y
7/22/25,10:42,7/23/25,10:12,JR,SYR,3,7,open,n
7/22/25,10:42,7/23/25,10:12,JR,SYR,3,7,control ,y
7/22/25,10:45,7/23/25,10:06,JR,SYR,4,9,open,n
7/22/25,10:45,7/23/25,10:06,JR,SYR,4,7,control ,y
7/22/25,12:33,7/23/25,11:04,LL,SYR,3,6,open,y
7/22/25,12:33,7/23/25,11:04,LL,SYR,3,8,control ,y
7/22/25,12:38,7/23/25,11:05,LL,SYR,4,7,open,n
7/22/25,12:38,7/23/25,11:05,LL,SYR,4,9,control ,y
7/22/25,10:13,7/23/25,9:49,MHO,SYR,3,8,open,n
7/22/25,10:13,7/23/25,9:49,MHO,SYR,3,9,control ,y
7/22/25,10:15,7/23/25,9:51,MHO,SYR,4,7,open,y
7/22/25,10:15,7/23/25,9:51,MHO,SYR,4,6,control ,y
7/22/25,10:00,7/23/25,9:42,MHO,INC,3,8,open,y
7/22/25,10:00,7/23/25,9:42,MHO,INC,3,4,control ,y
7/22/25,10:02,7/23/25,9:44,MHO,INC,4,7,open,y
7/22/25,10:02,7/23/25,9:44,MHO,INC,4,7,control ,y
7/29/25,2:09,7/30/25,13:57,ST,INC,3,11,open,y
7/29/25,2:09,7/30/25,13:57,ST,INC,3,11,control,y
7/29/25,2:12,7/30/25,14:00,ST,INC,4,9,open,y
7/29/25,2:12,7/30/25,14:00,ST,INC,4,9,control,y
7/29/25,8:55,7/30/25,12:30,ADB,SYR,2,7,open,n
7/29/25,8:55,7/30/25,12:30,ADB,SYR,2,8,control,n
7/29/25,9:02,7/30/25,12:32,ADB,SYR,3,9,open,n
7/29/25,9:02,7/30/25,12:32,ADB,SYR,3,7,control,y
7/29/25,10:06,7/30/25,12:54,JY,INC,2,7,open,n
7/29/25,10:06,7/30/25,12:54,JY,INC,2,6,control,y
7/29/25,10:11,7/30/25,12:58,JY,INC,3,11,open,n
7/29/25,10:11,7/30/25,12:58,JY,INC,3,11,control,y
7/29/25,10:17,7/30/25,12:59,JY,SYR,2,7,open,y
7/29/25,10:17,7/30/25,12:59,JY,SYR,2,9,control,y
7/29/25,10:23,7/30/25,12:53,JY,SYR,3,8,open,y
7/29/25,10:23,7/30/25,12:53,JY,SYR,3,8,control,y
7/29/25,11:49,7/30/25,13:33,LP (new),SYR,3,9,open,y
7/29/25,11:49,7/30/25,13:33,LP (new),SYR,3,9,control,y
7/29/25,11:53,7/30/25,13:39,LP (new),SYR,4,7,open,n
7/29/25,11:53,7/30/25,13:39,LP (new),SYR,4,8,control,n
7/29/25,11:20,7/30/25,13:23,LP (old),SYR,4,7,open,n
7/29/25,11:20,7/30/25,13:23,LP (old),SYR,4,5,control,n
7/29/25,11:22,7/30/25,13:25,LP (old),SYR,5,5,open,n
7/29/25,11:22,7/30/25,13:25,LP (old),SYR,5,5,control,n
7/29/25,1:32,7/30/25,14:14,MHA,INC,3,10,open,y
7/29/25,1:32,7/30/25,14:14,MHA,INC,3,10,control,y
7/29/25,1:36,7/30/25,14:15,MHA,INC,4,11,open,y
7/29/25,1:36,7/30/25,14:15,MHA,INC,4,10,control,y
7/29/25,10:56,7/30/25,13:14,SHart,SYR,1,9,open,n
7/29/25,10:56,7/30/25,13:14,SHart,SYR,1,6,control,n
7/29/25,10:51,7/30/25,13:16,SHart,SYR,5,9,open,n
7/29/25,10:51,7/30/25,13:16,SHart,SYR,5,6,control,y
7/29/25,1:04,7/30/25,14:28,SHerm,INC,1,7,open,y
7/29/25,1:04,7/30/25,14:28,SHerm,INC,1,9,control,n
7/29/25,12:58,7/30/25,14:25,SHerm,INC,2,9,open,n
7/29/25,12:58,7/30/25,14:25,SHerm,INC,2,6,control,y
7/29/25,2:30,7/30/25,14:47,SM,INC,5,10,open,y
7/29/25,2:30,7/30/25,14:47,SM,INC,5,10,control,y
7/29/25,2:35,7/30/25,14:49,SM,INC,1,10,open,y
7/29/25,2:35,7/30/25,14:49,SM,INC,1,10,control,y
7/29/25,9:25,7/30/25,12:41,TS,INC,5,10,open,n
7/29/25,9:25,7/30/25,12:41,TS,INC,5,10,control,y
7/29/25,9:30,7/30/25,12:45,TS,INC,1,7,open,n
7/29/25,9:30,7/30/25,12:45,TS,INC,1,6,control,n
8/5/25,12:55,8/6/25,11:50,AN,INC,2,9,open,n
8/5/25,12:55,8/6/25,11:50,AN,INC,2,10,control,n
8/5/25,12:45,8/6/25,11:48,AN,SYR,2,11,open,n
8/5/25,12:45,8/6/25,11:48,AN,SYR,2,9,control,missing
8/5/25,12:45,8/6/25,11:53,AN,SYR,3,10,open,n
8/5/25,12:45,8/6/25,11:53,AN,SYR,3,10,control,y
8/5/25,1:38,8/6/25,12:24,AW,SYR,2,10,open,y
8/5/25,1:38,8/6/25,12:24,AW,SYR,2,11,control,y
8/5/25,1:40,8/6/25,12:23,AW,SYR,3,9,open,y
8/5/25,1:40,8/6/25,12:23,AW,SYR,3,9,control,y
8/5/25,1:33,8/6/25,12:18,AW,INC,1,11,open,n
8/5/25,1:33,8/6/25,12:18,AW,INC,1,10,control,y
8/5/25,1:45,8/6/25,12:21,AW,INC,3,10,open,y
8/5/25,1:45,8/6/25,12:21,AW,INC,3,9,control,y
8/5/25,2:29,8/6/25,12:53,BH,INC,1,12,open,n
8/5/25,2:29,8/6/25,12:53,BH,INC,1,10,control,y
8/5/25,2:33,8/6/25,12:52,BH,INC,5,10,open,n
8/5/25,2:33,8/6/25,12:52,BH,INC,5,9,control,y
8/5/25,1:18,8/6/25,12:10,CE,INC,5,14,open,n
8/5/25,1:18,8/6/25,12:10,CE,INC,5,10,control,y
8/5/25,1:21,8/6/25,12:06,CE,INC,1,10,open,n
8/5/25,1:21,8/6/25,12:06,CE,INC,1,13,control,y
8/5/25,1:12,8/6/25,12:07,CE,SYR,1,10,open,n
8/5/25,1:12,8/6/25,12:07,CE,SYR,1,10,control,y
8/5/25,1:13,8/6/25,12:08,CE,SYR,5,9,open,n
8/5/25,1:13,8/6/25,12:08,CE,SYR,5,8,control,y
8/5/25,2:08,8/6/25,12:35,EB,INC,2,7,open,y
8/5/25,2:08,8/6/25,12:35,EB,INC,2,11,control,y
8/5/25,2:09,8/6/25,12:36,EB,INC,4,13,open,y
8/5/25,2:09,8/6/25,12:36,EB,INC,4,10,control,y
8/5/25,1:57,8/6/25,12:31,EB,SYR,2,9,open,y
8/5/25,1:57,8/6/25,12:31,EB,SYR,2,7,control,y
8/5/25,2:00,8/6/25,12:33,EB,SYR,3,10,open,y
8/5/25,2:00,8/6/25,12:33,EB,SYR,3,6,control,y
8/5/25,9:09,8/6/25,9:44,GT,SYR,1,10,open,y
8/5/25,9:09,8/6/25,9:44,GT,SYR,1,11,control,y
8/5/25,9:23,8/6/25,9:47,GT,SYR,4,11,open,n
8/5/25,9:23,8/6/25,9:47,GT,SYR,4,13,control,y
8/5/25,11:14,8/6/25,11:06,HS,SYR,1,12,open,y
8/5/25,11:14,8/6/25,11:06,HS,SYR,1,10,control,y
8/5/25,11:14,8/6/25,10:59,HS,SYR,4,13,open,y
8/5/25,11:14,8/6/25,10:59,HS,SYR,4,13,control,y
8/5/25,11:17,8/6/25,11:03,HS,INC,1,10,open,y
8/5/25,11:17,8/6/25,11:03,HS,INC,1,9,control,y
8/5/25,11:17,8/6/25,10:57,HS,INC,5,9,open,y
8/5/25,11:17,8/6/25,10:57,HS,INC,5,10,control,y
8/5/25,10:19,8/6/25,10:34,JR,SYR,5,14,open,n
8/5/25,10:19,8/6/25,10:34,JR,SYR,5,9,control,y
8/5/25,10:25,8/6/25,10:35,JR,SYR,1,12,open,y
8/5/25,10:25,8/6/25,10:35,JR,SYR,1,9,control,y
8/5/25,12:05,8/6/25,11:17,LL,SYR,5,11,open,n
8/5/25,12:05,8/6/25,11:17,LL,SYR,5,12,control,y
8/5/25,12:05,8/6/25,11:21,LL,SYR,1,11,open,n
8/5/25,12:05,8/6/25,11:21,LL,SYR,1,11,control,y
8/5/25,9:59,8/6/25,10:14,MHO,SYR,1,10,open,n
8/5/25,9:59,8/6/25,10:14,MHO,SYR,1,11,control,y
8/5/25,10:02,8/6/25,10:16,MHO,SYR,5,11,open,y
8/5/25,10:02,8/6/25,10:16,MHO,SYR,5,10,control,y
8/5/25,9:50,8/6/25,10:09,MHO,INC,1,12,open,y
8/5/25,9:50,8/6/25,10:09,MHO,INC,1,10,control,y
8/5/25,9:53,8/6/25,10:11,MHO,INC,5,6,open,n
8/5/25,9:53,8/6/25,10:11,MHO,INC,5,8,control,y
8/12/25,9:06,8/13/25,9:49,JY,SYR,1,6,open,n
8/12/25,9:06,8/13/25,9:49,JY,SYR,1,5,control,y
8/12/25,9:16,8/13/25,10:00,JY,SYR,5,5,open,y
8/12/25,9:16,8/13/25,10:00,JY,SYR,5,5,control,y
8/12/25,12:53,8/13/25,11:38,ST,INC,1,7,open,n
8/12/25,12:53,8/13/25,11:38,ST,INC,1,7,control,y
8/12/25,12:58,8/13/25,11:42,ST,INC,3,7,open,n
8/12/25,12:58,8/13/25,11:42,ST,INC,3,6,control,y
8/12/25,12:48,8/13/25,11:39,ST,SYR,1,5,open,n
8/12/25,12:48,8/13/25,11:39,ST,SYR,1,4,control,n
8/12/25,11:00,8/13/25,11:01,MHA,INC,5,6,open,y
8/12/25,11:00,8/13/25,11:01,MHA,INC,5,6,control,y
8/12/25,11:02,8/13/25,10:58,MHA,INC,1,6,open,y
8/12/25,11:02,8/13/25,10:58,MHA,INC,1,6,control,n
8/12/25,12:19,8/13/25,11:22,SHE,SYR,2,5,open,y
8/12/25,12:19,8/13/25,11:22,SHE,SYR,2,5,control,y
8/12/25,12:23,8/13/25,11:14,SHE,SYR,1,8,open,n
8/12/25,12:23,8/13/25,11:14,SHE,SYR,1,5,control,y
8/12/25,12:11,8/13/25,11:19,SHE,INC,2,6,open,n
8/12/25,12:11,8/13/25,11:19,SHE,INC,2,7,control,n
8/12/25,12:15,8/13/25,11:21,SHE,INC,3,6,open,n
8/12/25,12:15,8/13/25,11:21,SHE,INC,3,8,control,y
8/12/25,10:18,8/13/25,10:28,LPN,SYR,1,7,open,y
8/12/25,10:18,8/13/25,10:28,LPN,SYR,1,5,control,n
8/12/25,10:25,8/13/25,10:26,LPN,SYR,5,9,open,n
8/12/25,10:25,8/13/25,10:26,LPN,SYR,5,10,control,y
8/12/25,9:25,8/13/25,9:51,JY,INC,4,6,open,n
8/12/25,9:25,8/13/25,9:51,JY,INC,4,7,control,y
8/12/25,9:33,8/13/25,9:55,JY,INC,1,6,open,y
8/12/25,9:33,8/13/25,9:55,JY,INC,1,6,control,n
8/12/25,11:14,8/13/25,10:54,MHA,SYR,1,5,open,n
8/12/25,11:14,8/13/25,10:54,MHA,SYR,1,5,control,n
8/12/25,11:19,8/13/25,10:56,MHA,SYR,2,5,open,n
8/12/25,11:19,8/13/25,11:05,MHA,SYR,2,5,control,n
8/12/25,8:13,8/13/25,9:24,ADB,SYR,4,7,open,y
8/12/25,8:13,8/13/25,9:24,ADB,SYR,4,9,control,y
8/12/25,8:19,8/13/25,9:22,ADB,SYR,5,12,open,y
8/12/25,8:19,8/13/25,9:22,ADB,SYR,5,11,control,y
8/12/25,9:54,8/13/25,10:11,SHA,SYR,2,6,open,n
8/12/25,9:54,8/13/25,10:11,SHA,SYR,2,6,control,n
8/12/25,10:01,8/13/25,10:17,SHA,SYR,3,6,open,y
8/12/25,10:01,8/13/25,10:17,SHA,SYR,3,5,control,n
8/12/25,8:38,8/13/25,9:34,TS,INC,2,7,open,n
8/12/25,8:38,8/13/25,9:34,TS,INC,2,7,control,y
8/12/25,8:45,8/13/25,9:38,TS,INC,3,7,open,n
8/12/25,8:45,8/13/25,9:38,TS,INC,3,10,control,y
8/12/25,13:46,8/13/25,11:56,SM,INC,2,6,open,y
8/12/25,13:46,8/13/25,11:56,SM,INC,2,6,control,y
8/12/25,13:54,8/13/25,11:58,SM,INC,4,6,open,n
8/12/25,13:54,8/13/25,11:58,SM,INC,4,4,control,n
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
