location,species,num,start_date,start_time,start_temp_F,start_weather,end_date,end_time,end_temp_F,end_weather,sun_exposure,plant_location,lawn_dist_ft,bird_dist_ft,bird_type,building_dist_ft,road_dist_ft,tree_dist_ft,mw_density,nearby_mw_species,patch_diversity,patch_flowering,patch_native,num_mw_sp,total_mw_stems,tub_stems,syr_stems,inc_stems,cur_stems,100m_land_cover,250m_land_cover,250m_canopy,100m_canopy,250m_imperv_surf,100m_imperv_surf,height_cm,phenology,nearby_total,nearby_flowering,flower_identity,tallest_identity,tallest_height_cm,honeydew,sooty_mold,powdery_mildew,cat_age,cat_length_mm,cat_trt,cat_survival,cat_feeding,control_eaten,open_body_visible,interval_myzo,num_myzo,interval_nerii,num_nerii,myzo_leaf,nerii_leaf,interval_other_aphid,num_other_aphid,other_aphid_ID,interval_total_aphid,num_total_aphid,start_fly_poll,start_mite_herb,start_bug_herb,start_ant_pred,start_beetle_herb,start_spider_pred,start_mon_egg,start_mon_larv_herb,start_moth_poll,start_parasitoid,start_lb_pred,start_lb_larv_pred,start_beetle_larv_herb,start_lacewing_egg,start_lacewing_adult_poll,start_earwig_pred,start_tree_cricket_pred,start_katydid_nymph_herb,start_assassin_pred,start_misc_worm,start_wasp_pred,start_bee_poll,start_lacewing_larv_pred,start_fly_larv_pred,start_opiliones_pred,start_sb_pred,end_bee_poll,end_fly_poll,end_beetle_herb,end_lb_pred,end_ant_pred,end_bug_pred,end_bug_herb,end_mon_larv_herb,end_mon_egg,end_lacewing_egg,end_earwig_pred,end_misc_worm,end_moth_poll,end_beetle_larv_herb,end_lacewing_larv_pred,end_spider_pred,end_assassin_pred,end_unk_cat_herb,end_bush_cricket_pred,end_wasp_pred,end_lb_larv_pred,end_fly_larv_pred,end_opiliones_pred,end_tree_cricket_pred,end_sb_pred,end_parasitoid
AN,INC,2,6/24/25,9:34,68,sunny,6/25/25,10:03,75,sunny,shade,edge,2,25,feeder,1,50,10,2,INC,12,6,50,3,115,5,100,10,0,pasture/hay,pasture/hay,1.04,0,3.55,7.14,63,vegetative,4,0,na,Grass,79,n,n,n,11,10,control,y,1,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,INC,2,6/24/25,9:34,68,sunny,6/25/25,10:03,75,sunny,shade,edge,2,25,feeder,1,50,10,2,INC,12,6,50,3,115,5,100,10,0,pasture/hay,pasture/hay,1.04,0,3.55,7.14,63,vegetative,4,0,na,Grass,79,n,n,n,11,10,open,y,0,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,SYR,1,6/24/25,9:08,68,sunny,6/25/25,9:54,75,sunny,full,edge,1,15,feeder,45,40,15,3,SYR,10,4,50,3,115,5,100,10,0,pasture/hay,pasture/hay,1.04,0,3.55,7.14,115,flowering,3,0,na,Common milkweed,124,n,n,n,11,14,control,y,2,na,n,<50,50,0,0,1,0,0,0,na,<50,50,0,0,0,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,SYR,1,6/24/25,9:08,68,sunny,6/25/25,9:54,75,sunny,full,edge,1,15,feeder,45,40,15,3,SYR,10,4,50,3,115,5,100,10,0,pasture/hay,pasture/hay,1.04,0,3.55,7.14,115,flowering,3,0,na,Common milkweed,124,n,n,n,11,15,open,y,2,na,n,<50,50,0,0,1,0,0,0,na,<50,50,0,0,0,3,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,SYR,2,6/24/25,9:21,68,sunny,6/25/25,9:57,75,sunny,full,edge,0,70,feeder,70,20,8,0,na,10,4,50,3,115,5,100,10,0,pasture/hay,pasture/hay,1.04,0,3.55,7.14,87,flowering,4,0,na,Coneflower,111,n,n,n,11,15,control,y,2,na,n,0,0,0,0,0,0,50-200,200,A. asclepiadis,50-200,200,1,0,0,27,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,SYR,2,6/24/25,9:21,68,sunny,6/25/25,9:57,75,sunny,full,edge,0,70,feeder,70,20,8,0,na,10,4,50,3,115,5,100,10,0,pasture/hay,pasture/hay,1.04,0,3.55,7.14,87,flowering,4,0,na,Coneflower,111,n,n,n,11,15,open,y,0,na,n,0,0,0,0,0,0,50-200,200,A. asclepiadis,50-200,200,1,0,0,27,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,INC,3,7/8/25,12:29,80,sunny,7/9/25,11:36,76,cloudy,partial,edge,0,25,feeder,3,40,20,1,INC,12,6,50,3,115,5,100,10,0,pasture/hay,pasture/hay,1.04,0,3.55,7.14,49,vegetative,7,0,na,Grass,57,n,n,n,6,11,control ,y,2,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,INC,3,7/8/25,12:29,80,sunny,7/9/25,11:36,76,cloudy,partial,edge,0,25,feeder,3,40,20,1,INC,12,6,50,3,115,5,100,10,0,pasture/hay,pasture/hay,1.04,0,3.55,7.14,49,vegetative,7,0,na,Grass,57,n,n,n,6,8,open,n,0,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,INC,4,7/8/25,12:31,80,sunny,7/9/25,11:38,76,cloudy,partial,edge,2,25,feeder,25,45,10,2,INC,12,6,50,3,115,5,100,10,0,pasture/hay,pasture/hay,1.04,0,3.55,7.14,48,vegetative,8,0,na,Aster,70,n,n,n,6,10,control ,y,2,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,INC,4,7/8/25,12:31,80,sunny,7/9/25,11:38,76,cloudy,partial,edge,2,25,feeder,25,45,10,2,INC,12,6,50,3,115,5,100,10,0,pasture/hay,pasture/hay,1.04,0,3.55,7.14,48,vegetative,8,0,na,Aster,70,n,n,n,6,11,open,y,2,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,SYR,3,7/8/25,12:20,80,sunny,7/9/25,11:39,76,cloudy,full ,edge,2,na,na,50,100,20,0,na,10,4,50,3,115,5,100,10,0,pasture/hay,pasture/hay,1.04,0,3.55,7.14,79,flowering,5,1,Clover,Grass,62,n,n,n,6,9,control ,n,0,unclear — totally gone,n,0,0,0,0,0,0,0,0,na,0,0,0,0,1,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,SYR,3,7/8/25,12:20,80,sunny,7/9/25,11:39,76,cloudy,full ,edge,1,na,na,50,100,20,0,na,10,4,50,3,115,5,100,10,0,pasture/hay,pasture/hay,1.04,0,3.55,7.14,79,flowering,5,1,Clover,Grass,62,n,n,n,6,5,open,n,0,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,1,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,SYR,4,7/8/25,12:21,80,sunny,7/9/25,11:42,76,cloudy,shade,middle ,9,na,na,80,150,6,0,na,10,4,50,3,115,5,100,10,0,pasture/hay,pasture/hay,1.04,0,3.55,7.14,93,vegetative,3,0,na,Grass,53,n,n,n,6,10,control ,y,0,na,n,<50,50,0,0,0,0,0,0,na,<50,50,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
AN,SYR,4,7/8/25,12:21,80,sunny,7/9/25,11:42,76,cloudy,shade,middle ,8,na,na,80,150,6,0,na,10,4,50,3,115,5,100,10,0,pasture/hay,pasture/hay,1.04,0,3.55,7.14,93,vegetative,3,0,na,Grass,53,n,n,n,6,11,open,n,0,na,n,<50,50,0,0,0,0,0,0,na,<50,50,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
AN,INC,2,7/22/25,12:05,74,sunny,7/23/25,11:36,74,cloudy,shade,edge,2,25,feeder,1,50,10,2,INC,12,6,50,3,115,5,100,10,0,pasture/hay,pasture/hay,1.04,0,3.55,7.14,72,vegetative,6,0,na,Aster,90,n,n,n,4,8,control ,y,0,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
AN,INC,2,7/22/25,13:05,74,sunny,7/23/25,11:36,74,cloudy,shade,edge,2,25,feeder,1,50,10,2,INC,12,6,50,3,115,5,100,10,0,pasture/hay,pasture/hay,1.04,0,3.55,7.14,72,vegetative,6,0,na,Aster,90,n,n,n,4,9,open,n,0,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
AN,INC,5,7/22/25,13:02,74,sunny,7/23/25,11:33,74,cloudy,partial,edge,0,30,feeder,1,60,15,0,na,12,6,50,3,115,5,100,10,0,pasture/hay,pasture/hay,1.04,0,3.55,7.14,54,vegetative,5,2,"Clover, Woodsorrel",American hazelnut,104,n,n,n,4,9,control ,y,0,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,INC,5,7/22/25,13:02,74,sunny,7/23/25,11:33,74,cloudy,partial,edge,0,30,feeder,1,60,15,0,na,12,6,50,3,115,5,100,10,0,pasture/hay,pasture/hay,1.04,0,3.55,7.14,54,vegetative,5,2,"Clover, Woodsorrel",American hazelnut,104,n,n,n,4,8,open,n,0,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,SYR,1,7/22/25,13:16,74,sunny,7/23/25,11:38,74,cloudy,full,edge,1,15,feeder,45,40,15,3,SYR,10,4,50,3,115,5,100,10,0,pasture/hay,pasture/hay,1.04,0,3.55,7.14,13,fruiting,8,0,na,Common milkweed,164,n,n,n,4,8,control ,y,1,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AN,SYR,1,7/22/25,13:16,74,sunny,7/23/25,11:38,74,cloudy,full,edge,1,15,feeder,45,40,15,3,SYR,10,4,50,3,115,5,100,10,0,pasture/hay,pasture/hay,1.04,0,3.55,7.14,13,fruiting,8,0,na,Common milkweed,164,n,n,n,4,7,open,y,1,na,n,0,0,0,0,0,0,0,0,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
